632214,63
632207,42
632223,59
632198,75
632224,65
632203,67
632204,62
632226,55
632219,79
632221,72
632230,74
632220,72
632197,64
632216,59
632231,28
634648,34
632190,73
632206,79
632213,62
632189,69
634535,90
634569,74
634489,77
632211,93
632194,69
634502,82
632229,78
632210,72
632199,72
634510,74
632212,69
634513,72
634541,77
634553,72
634495,74
634574,63
634582,62
634523,71
634472,56
634521,81
634496,71
634528,69
634581,80
634516,68
634614,49
634515,0
634579,81
634621,79
634571,55
634554,74
634501,74
634481,88
634522,88
634475,72
634632,82
634547,74
634548,84
634469,32
634474,38
634464,29
634482,26
634518,57
634519,29
634463,6
634520,0
634483,5
634526,0
634525,0
634531,0
634517,0
634561,0
634507,0
634500,0
634477,0
634462,0
634470,0
634471,0
634479,0
634460,0
634485,0
634450,0
634543,0
634473,0
634449,0
634465,0
634447,0
634493,78
634498,64
634458,67
634487,72
634532,54
634425,67
634442,71
634455,83
634511,72
634468,64
634480,70
634488,65
634538,68
634506,86
634441,0
634445,0
634431,0
634457,0
634396,0
634536,0
634421,0
634399,0
634466,46
634417,61
634397,83
634490,58
634422,69
634408,84
634390,56
634427,82
634509,67
634439,78
634409,65
634411,72
634407,88
634406,68
634398,71
634392,73
634428,79
634497,64
634423,50
634424,71
634440,98
634405,65
634430,77
634476,79
634452,0
634504,76
634444,86
634459,82
634453,84
634446,79
634514,0
634492,0
634436,0
634508,0
634419,0
634438,0
634432,0
634420,0
634426,0
634389,0
634412,0
634429,0
634386,0
634413,0
634437,0
634415,0
634383,0
634434,0
634435,0
634378,0
634401,0
634369,0
634370,0
634375,0
634373,0
634467,0
634395,0
634416,0
634443,0
634366,0
634358,0
634486,0
634367,0
634384,0
634380,0
634418,0
634503,0
634361,0
634454,0
634448,0
634344,0
634355,0
634376,0
634372,0
634404,0
634403,0
634349,0
634393,0
634456,0
634400,0
634388,0
634342,0
634356,0
634451,74
634394,73
634433,69
634343,68
634402,82
634461,72
634345,61
634377,81
634382,72
634374,72
634363,83
634339,72
634331,64
634387,75
634335,72
634410,63
634368,73
634351,68
634320,71
634318,67
634359,70
634333,61
634332,74
634364,39
634354,45
634379,33
634371,74
634317,75
634365,73
634315,86
634310,63
634362,69
634348,76
634308,68
634414,80
634314,74
634350,70
634360,74
634357,60
634322,79
634309,76
634300,80
634296,70
634352,73
634353,61
634330,0
634347,84
634346,65
634289,65
634385,74
634325,77
634336,69
634274,72
634327,73
634305,78
634275,81
634280,81
634337,74
634391,72
634288,71
634290,61
634328,73
634381,69
634287,74
634303,71
634304,73
634295,79
634329,78
634326,68
634319,79
634273,73
634307,68
634276,70
634284,84
634271,79
634338,88
634312,85
634286,76
634316,66
634272,60
634260,69
634259,64
634311,57
634256,74
634298,92
634323,72
634341,78
634302,75
634282,87
634268,70
634306,79
634299,80
634340,67
634301,74
634257,28
