634642,29
634645,27
634627,48
634638,14
634634,12
634622,1
634615,0
634618,0
634636,0
634630,0
634652,0
634647,0
634655,0
634640,0
634625,0
634602,43
634653,25
634631,6
634605,5
634576,0
634578,0
634644,47
634577,50
634573,53
634604,53
634643,39
634580,34
634629,51
634654,49
634596,57
634575,29
634633,54
634623,46
634646,47
634639,43
634620,0
634617,36
634607,54
634610,54
634611,48
634560,51
634593,47
634597,52
634613,44
634557,42
634651,53
634572,49
634637,51
634556,0
634588,57
634612,41
634616,46
634587,39
634558,37
634562,42
634606,47
634601,54
634566,40
634552,62
634600,58
634591,57
634551,44
634595,28
634603,50
634624,48
634586,45
634599,48
634530,58
634594,45
634608,54
634590,57
634559,34
634635,51
634619,78
634628,51
634529,42
634609,49
634527,41
634570,47
634589,37
634641,54
634598,42
634583,47
634549,49
634567,30
634626,22
634563,19
634592,21
634585,21
634539,0
634542,0
634584,47
634555,51
634544,47
634564,56
634550,51
634565,48
634568,39
634545,58
634546,50
634499,48
634533,44
634494,43
634512,46
634505,42
634534,50
634478,41
634537,54
634540,33
632201,35
632217,45
632205,56
632222,62
632202,54
632169,45
632218,52
632195,34
634491,39
632193,38
632227,0
634524,39
634484,23
632191,3
634656,0
632200,58
632225,51
632208,0
632228,39
632192,2
632232,50
632215,57
632170,48
632196,57
632233,48
632188,50
632209,43
632214,46
632207,33
632223,60
632198,51
632224,46
632203,40
632204,26
632226,40
632219,46
632221,39
632230,49
632220,51
632197,37
632216,34
632231,16
634648,23
632190,55
632206,50
632213,40
632189,35
634535,52
634569,49
634489,58
632211,63
632194,46
634502,56
632229,53
632210,52
632199,43
634510,43
632212,44
634513,72
634541,77
634553,73
634495,74
634574,64
634582,62
634523,72
634472,57
634521,80
634496,71
634528,68
634581,80
634516,69
634614,49
634515,0
634579,82
634621,80
634571,56
634554,75
634501,75
634481,89
634522,87
634475,72
634632,83
634547,75
634548,79
634469,30
634474,38
634464,28
634482,27
634518,57
634519,29
634463,5
634520,0
634483,4
634526,0
634525,0
634531,0
634517,0
634561,0
634493,79
634498,65
634458,68
634487,70
634532,54
634425,68
634442,72
634455,83
634511,73
634468,64
634480,71
634488,66
634538,69
634506,84
634441,0
634417,60
634397,84
634490,59
634466,47
634422,70
634408,84
634390,57
634427,82
634509,68
634439,78
634409,66
634411,73
634407,89
634406,69
634398,72
634392,73
634428,80
634497,65
634423,51
634424,72
634440,99
634405,66
634430,78
634476,78
634452,0
634504,77
634444,87
634459,83
634453,85
634446,80
634451,75
634394,74
634433,70
634343,69
634402,83
634461,71
634345,62
634377,82
634382,73
634374,71
634363,81
634339,72
634331,64
634387,76
634335,72
634410,63
634368,72
634351,67
634320,71
634318,67
634359,71
634333,61
634332,75
634364,39
634354,45
634379,33
634371,75
634317,76
634365,73
634315,85
634310,61
634362,70
634348,76
634308,69
634414,81
634314,75
634350,71
634360,75
634357,60
634322,79
634309,77
634300,81
634296,70
634352,72
634353,62
634330,0
634347,85
634346,66
634289,65
634385,74
634325,78
634336,70
634274,73
634327,71
634305,79
634275,81
634280,82
634337,75
634391,73
634288,72
634290,58
634328,74
634381,70
634287,75
634303,72
634304,69
634295,79
634329,79
634326,67
634319,80
634273,74
634307,69
634276,70
634284,85
634271,75
634338,88
634312,86
634286,76
634316,66
634272,59
634260,69
634259,64
634311,56
634256,73
634298,93
634323,73
634341,79
634302,76
634282,86
634268,71
634306,80
634299,81
634340,68
634301,75
634257,28
