642158,73
641984,33
642146,70
641569,48
642075,41
642067,47
642215,58
641994,72
641964,80
641625,71
642193,72
642189,68
641932,51
642017,69
641626,55
641579,49
642136,73
641616,53
641591,32
642071,63
641935,73
641539,77
642029,74
642074,43
641537,61
642048,60
641898,46
642150,58
642073,43
642054,69
641588,50
641983,49
641554,78
641600,35
641993,52
642169,62
642156,84
641621,64
642022,68
642212,46
641978,0
642000,0
642205,81
641921,40
641594,73
642094,43
641542,76
642090,78
641958,45
642198,77
642070,71
641628,79
642221,73
642082,64
641830,79
641785,81
641881,64
641565,56
641572,64
642133,74
642118,45
642050,45
642013,73
642199,91
642184,54
641977,75
642042,71
642160,91
642097,86
641939,74
641982,67
642137,73
641586,31
641967,36
641590,39
642020,74
641963,78
642085,62
642100,80
642179,70
642182,96
642130,77
641622,61
641970,67
642047,45
642197,76
641607,83
642148,55
641975,82
642204,66
641609,50
641620,89
641959,81
642131,78
642099,45
642046,54
642159,72
642010,77
642012,82
642086,53
641536,74
642172,94
642033,56
641597,69
641897,41
642003,81
641968,80
642087,74
642032,43
641695,83
641573,42
641966,42
642007,71
642149,85
641632,77
642220,77
642216,92
642123,53
641611,40
641571,39
641989,75
641605,56
642185,68
641981,37
641593,77
642104,47
642045,49
642008,69
642206,72
641846,79
642176,72
642025,71
641759,81
641530,55
642151,50
642059,48
641696,74
642083,69
642135,78
642165,45
641556,80
641568,49
642139,77
642024,63
641638,47
641559,59
642058,70
641811,70
641976,45
